filename,recommend_1_brand,recommend_1_product,recommend_1_hex,recommend_1_deltaE,recommend_2_brand,recommend_2_product,recommend_2_hex,recommend_2_deltaE,recommend_3_brand,recommend_3_product,recommend_3_hex,recommend_3_deltaE
white (14).jpg,Make Up For Ever,Ultra HD,dca795,1.59,L'Oréal,Infalliable,deb09e,1.59,L'Oréal,Infalliable,d1a396,1.59
white (15).jpg,Maybelline,Fit Me,c1a07e,6.61,MAC,Studio Fix,d5b293,6.61,Make Up For Ever,Ultra HD,dcb59c,6.61
white (16).jpg,Make Up For Ever,Ultra HD,d8ab8b,1.51,Make Up For Ever,Ultra HD,e3b391,1.51,Make Up For Ever,Ultra HD,daad90,1.51
white (17).jpg,L'Oréal,Infalliable,deb09e,3.18,Make Up For Ever,Ultra HD,dcb59c,3.18,L'Oréal,True Match,dcb29a,3.18
white (18).jpg,Make Up For Ever,Ultra HD,dcb59c,1.45,L'Oréal,True Match,dcb29a,1.45,Maybelline,Fit Me Matte,dcb297,1.45
white (19).jpg,L'Oréal,Infalliable,d1a396,9.03,Maybelline,Fit Me,e1bba7,9.03,MAC,Studio Fix,dcbca2,9.03
white (2).jpg,L'Oréal,Infalliable,d1a396,13.04,Maybelline,Fit Me,bd9584,13.04,MAC,Studio Fix,dcbca2,13.04
white (20).jpg,MAC,Studio Fix,d2ae88,1.59,MAC,Studio Fix,d5ad89,1.59,MAC,Studio Fix,d0a87f,1.59
white (21).jpg,MAC,Studio Fix,d5b293,2.06,Make Up For Ever,Ultra HD,dcb59c,2.06,MAC,Studio Fix,d8b593,2.06
white (22).jpg,L'Oréal,Infalliable,deb09e,3.19,L'Oréal,Infalliable,d1a396,3.19,L'Oréal,True Match,dcb29a,3.19
white (23).jpg,L'Oréal,Infalliable,d1a396,10.88,Maybelline,Fit Me,e1bba7,10.88,MAC,Studio Fix,dcbca2,10.88
white (24).jpg,L'Oréal,Infalliable,d1a396,5.77,L'Oréal,Infalliable,deb09e,5.77,Maybelline,Fit Me,e1bba7,5.77
white (25).jpg,MAC,Studio Fix,dabc96,3.51,MAC,Studio Fix,d5b293,3.51,MAC,Studio Fix,d8b593,3.51
white (26).jpg,L'Oréal,Infalliable,d1a396,4.14,L'Oréal,Infalliable,deb09e,4.14,Make Up For Ever,Ultra HD,dcb59c,4.14
white (27).jpg,MAC,Studio Fix,dcbca2,7.66,MAC,Studio Fix,dbbc9f,7.66,MAC,Studio Fix,d5b293,7.66
white (28).jpg,L'Oréal,Infalliable,deb09e,3.35,L'Oréal,Infalliable,d1a396,3.35,Make Up For Ever,Ultra HD,dca795,3.35
white (29).jpg,Maybelline,Fit Me Matte,dcb297,0.08,Make Up For Ever,Ultra HD,ddb395,0.08,L'Oréal,True Match,ddb496,0.08
white (3).jpg,L'Oréal,Infalliable,deb09e,5.49,Make Up For Ever,Ultra HD,dcb59c,5.49,L'Oréal,Infalliable,d1a396,5.49
white (30).jpg,Make Up For Ever,Ultra HD,dcb59c,5.02,MAC,Studio Fix,dcbca2,5.02,L'Oréal,True Match,dcb29a,5.02
white (31).jpg,L'Oréal,Infalliable,d1a396,10.38,Maybelline,Fit Me,e1bba7,10.38,L'Oréal,True Match,e8c7b8,10.38
white (32).jpg,L'Oréal,Infalliable,d1a396,13.04,MAC,Studio Fix,dcbca2,13.04,Maybelline,Fit Me,bd9584,13.04
white (33).jpg,MAC,Studio Fix,d1a88a,2.32,Make Up For Ever,Ultra HD,daad90,2.32,Make Up For Ever,Ultra HD,d4a689,2.32
white (34).jpg,Make Up For Ever,Ultra HD,dcb59c,3.24,MAC,Studio Fix,dcbca2,3.24,Maybelline,Fit Me,e1bba7,3.24
